TSNE1,TSNE2,quality
43.540955,-11.919893,6
21.494617,-37.771713,8
13.499679,-38.559277,6
38.04429,-24.720263,6
-36.28826,-10.724357,6
-18.519722,10.953941,6
-20.296824,-36.72167,7
39.784298,-18.143726,7
39.784298,-18.143726,7
3.7527504,15.240617,5
15.002328,-20.810194,7
22.649086,36.8522,5
0.4377285,-2.1303449,6
-1.0694907,16.861897,6
22.649086,36.8522,5
7.9378514,-9.438139,7
37.266228,-22.775,6
37.94817,-37.331223,5
37.94817,-37.331223,5
18.903612,48.955162,7
23.73916,-41.934208,6
18.901997,48.956593,7
-0.10902651,-1.2146505,6
6.1845436,-17.920782,6
-0.10902651,-1.2146505,6
0.9839502,29.233032,5
35.044464,-35.66344,7
13.587366,-29.843441,6
45.419373,0.06709686,7
45.41985,0.0662792,7
9.965194,-15.69426,8
12.617292,-38.384926,6
-32.97839,-12.118622,6
19.573181,-29.163996,7
-47.25679,-14.402957,6
30.684977,-5.858552,5
-47.25679,-14.402957,6
26.094778,-2.9103847,5
28.084118,-31.196745,7
26.094778,-2.9103847,5
6.622922,-29.869066,6
5.718658,-40.631844,6
-21.064482,-32.23233,6
5.7184896,-40.631992,6
5.2818794,-39.636986,6
-23.896944,-41.725483,5
18.093502,-41.2345,6
18.63893,-28.97425,7
-48.020283,22.83492,5
22.380281,11.915548,6
-28.705229,9.000747,6
-27.770718,-43.61947,7
13.870346,-34.422783,6
28.0853,-7.6137686,6
-30.382484,-49.376804,6
-35.180035,-14.655872,6
-35.526608,-14.74019,6
-35.37295,-14.557041,6
-17.876892,-38.64557,6
-24.048227,-38.34588,5
4.014991,-39.391373,8
-22.16577,-35.145767,6
-22.815248,-34.632156,6
29.604498,-21.429983,6
-31.630732,-32.85453,4
19.863102,-42.407917,7
10.87982,-46.983265,6
-26.330389,-25.190016,6
24.674112,13.166165,5
24.8612,12.249185,6
-25.568455,17.834513,6
-5.7140408,11.430435,5
9.101471,-31.38857,7
-44.88768,-14.878729,7
16.037878,-35.105225,7
5.6960797,-26.718151,6
34.000763,-22.55457,6
34.000973,-22.553764,6
12.082568,42.38495,5
0.47239277,34.41456,6
1.2475806,-1.7560087,6
4.567036,-16.866184,6
-15.71053,-34.00098,6
-2.1671166,-22.545387,6
-1.9224447,-5.3831005,5
4.045409,-9.774497,6
23.729242,3.4398355,6
36.211475,-37.611515,7
12.076956,-38.518074,6
23.594057,-40.727135,6
18.842373,-35.91212,7
-24.550545,-41.828125,6
-14.782976,15.463881,5
28.876635,-22.017193,6
-16.723665,-24.221327,6
-14.783074,15.463641,5
7.9698677,-15.317166,7
-34.52751,-45.438335,7
2.2943134,-19.263071,6
30.28178,-20.48557,5
38.618782,-21.687784,7
26.74069,-13.857651,6
19.21295,-31.32996,7
-24.200161,23.449306,5
-24.2001,23.449324,5
51.529495,24.25106,5
31.355001,14.1029415,5
7.833233,-19.689444,7
6.8707194,-43.578358,6
9.848742,-39.15198,6
29.566265,-15.759985,6
-21.289103,-20.77365,6
33.534473,-25.921402,6
-1.2574183,0.6384833,6
-1.2574183,0.6384833,6
-16.692078,-24.171373,6
-44.586605,-18.706955,4
-20.951643,-38.124577,7
-36.509052,-40.74893,5
14.461967,-24.760014,6
14.4618025,-24.759945,6
22.3994,-41.387367,5
7.6171365,-8.435895,6
-15.872919,34.132305,5
-11.300192,45.866215,5
8.138715,-44.53768,6
-46.945305,-16.870363,5
8.138715,-44.53768,6
-11.300346,45.866405,5
-41.937584,27.80679,4
33.679844,-37.13869,6
-45.085175,-0.79517317,5
11.167813,-30.451958,7
-45.095608,-0.79890704,5
-11.836483,36.72023,6
-4.362611,-0.0625816,6
-2.1055326,38.920555,6
-24.303766,9.061748,6
13.041939,-22.56511,6
-2.1062438,38.920967,6
-24.303766,9.061748,6
15.519692,-42.360428,7
14.587674,-37.20654,8
17.025503,32.595135,5
5.0895233,-21.859726,7
4.57286,-21.745113,7
4.5525646,-21.228113,7
19.031868,13.201218,5
5.2057934,-21.33034,7
1.0223157,-25.284962,7
-33.559647,-6.0788674,6
-8.251665,-1.2677355,5
-33.559647,-6.0788674,6
30.680155,-15.990672,6
30.658703,-7.623255,6
23.395542,-25.572649,6
-5.7093554,34.675976,6
8.275764,-16.52827,6
26.919678,-15.065391,6
13.8135805,-20.606155,6
42.869225,-22.616507,6
42.869225,-22.616507,6
-1.9779183,41.121655,6
34.429752,-24.910688,6
51.554035,-11.53228,6
20.269976,20.614662,5
3.4439316,29.683294,5
-19.313223,18.332378,5
-32.243267,-45.769463,7
-1.5687692,3.8592026,5
9.641271,-26.763329,6
3.6153448,21.69943,5
-1.5685673,3.8593612,5
33.542942,1.7361972,4
-21.074802,-40.143867,6
29.477667,36.925785,4
-29.051655,9.330983,6
-21.074802,-40.143867,6
-39.26461,23.075705,4
-41.99976,-17.468143,4
1.7811564,28.67897,5
25.264187,14.53922,5
19.55222,-32.774498,6
0.9538992,34.41541,5
24.061192,40.660507,6
-45.457985,5.6926637,5
-27.630165,34.79403,5
-45.457985,5.6926637,5
3.7382715,-22.830828,6
-22.561647,-20.576632,6
-22.30273,-20.533764,6
-16.519392,36.736244,5
-35.875706,6.2236567,5
-34.832787,5.5578203,5
-27.793947,-17.48072,5
-24.840916,-26.043592,5
1.426265,28.46709,5
-1.2057638,21.029955,6
-35.877357,-16.711618,6
-35.877567,-16.711254,6
52.09045,25.23562,5
-53.119602,-6.8047037,4
25.172384,14.725608,5
-39.23032,23.664074,4
6.6615653,-26.751242,6
-27.332829,-6.321126,6
-27.331518,-6.3217163,6
33.848614,-19.99425,6
-3.543316,0.40484688,6
-33.425106,-47.091465,8
-31.72249,-46.741142,6
-12.967828,-35.531578,6
-21.461067,-30.859451,5
2.1487813,28.945013,5
-28.19786,-11.34739,6
-10.046154,33.83996,6
35.397106,-37.465717,4
-35.00334,6.6943097,6
-10.045874,33.839752,6
22.31117,-42.389603,7
-5.858387,-7.9836164,6
-5.859057,-7.983947,6
-38.0441,-10.013629,6
7.2397895,25.821442,6
-14.19195,-11.004106,5
36.756054,0.724423,5
11.900682,-43.583965,6
-19.477057,-40.513794,5
28.888985,25.607426,5
28.888985,25.607426,5
-37.04579,-9.7766285,5
-23.246063,-16.593807,6
-26.565086,-39.937336,6
-42.260075,23.655079,4
-23.246105,-16.593824,6
16.75918,39.424408,5
16.75918,39.424408,5
-19.19522,-36.23587,6
-23.859322,-37.260693,6
-58.073948,-8.740467,3
-29.398287,-37.78102,6
-32.857067,-27.031698,6
20.089842,-27.132486,6
5.5176487,-25.641754,5
-12.042423,38.31219,5
-3.9494784,39.894978,5
9.309452,26.286137,5
-41.490913,-17.475067,4
9.309452,26.286137,5
-17.12645,36.58283,5
-3.9494784,39.894978,5
-18.938902,-37.970528,6
-46.30809,31.094904,5
-5.4451346,-4.2350097,6
-5.23902,-4.4739213,6
-6.6196027,37.82854,6
-31.281595,-40.0386,6
35.10651,-25.437899,6
-6.076922,37.490566,6
52.846,26.991875,6
8.00379,26.549084,5
-31.2688,-40.06056,6
20.598257,-41.830704,5
14.097028,-21.28928,7
-15.15369,-10.538367,6
-14.955044,-9.6879225,6
-14.671201,-10.121588,6
-15.377494,-10.057241,6
-22.32806,0.3069674,5
-5.6044836,38.34648,6
-5.6044836,38.34648,6
12.887915,34.71463,5
-23.967634,11.469008,6
-17.65773,25.360828,5
-43.506,1.0980755,5
-20.882717,-36.218407,6
-24.538042,-0.7303484,5
-24.867937,-0.8545126,5
-24.867937,-0.8545126,5
-28.819487,-4.6785975,6
-28.909843,-3.7545774,6
-28.359755,-4.3267417,6
-27.912287,-3.404974,6
-29.22014,-4.168041,6
47.799107,-15.513021,5
-15.159758,9.521906,6
-30.330677,-32.66151,5
-34.957314,1.2618608,5
-34.957314,1.2618608,5
-22.380365,-19.40355,5
-1.6836108,26.288996,5
-18.396801,-34.880177,6
-34.741817,21.662832,5
-34.74182,21.662844,5
-28.418463,1.4725076,5
-15.383538,1.5476407,5
-15.432178,1.5552056,5
-2.5212014,-9.63463,6
18.697796,40.71746,5
46.949646,-10.178183,6
13.521225,-1.4377975,5
-35.521263,26.812597,5
46.949646,-10.178183,6
-12.034231,33.786884,4
-33.420174,-13.146484,6
-11.592954,15.043046,5
-27.976528,34.301617,5
29.534132,24.30897,6
-11.311665,34.20356,6
-34.215317,-0.7248752,4
51.907967,26.25829,5
28.914787,-29.213165,6
51.907967,26.25829,5
12.450947,35.017105,5
-42.053333,-0.11729228,3
-6.477215,39.097054,5
-43.69319,32.75882,5
-27.87521,-43.57955,6
-16.518791,7.097404,6
-30.35467,-8.309241,6
-30.35467,-8.309241,6
-44.53683,23.051296,5
-3.6433246,41.72638,5
-3.4387724,41.526543,5
-11.155658,38.051857,5
12.212671,34.789845,5
-32.33321,6.185588,5
-32.333263,6.1856804,5
-0.74854183,21.398872,5
-3.5583053,46.03898,5
-25.996487,-38.88097,6
-38.354156,-4.940117,5
-25.550665,9.419715,5
-4.4881053,27.514349,5
4.6931186,33.595924,5
-27.318306,16.323189,6
-27.295652,16.339483,5
-5.7679224,39.45139,5
-46.83388,5.443576,7
-37.051647,-12.889607,6
-0.16525123,46.234726,5
-0.16525123,46.234726,5
14.584593,-32.398598,6
20.93895,-0.055823755,8
16.750793,-7.83452,6
12.56294,-25.172964,7
33.283794,-31.529867,6
-14.867327,-21.864563,6
8.499372,-18.898525,7
-14.867209,-21.864428,6
-53.630127,-8.201149,6
5.742132,-35.53948,6
33.283794,-31.529867,6
31.180372,14.017986,5
42.751614,-8.086665,5
-47.453526,13.616752,5
42.75198,-8.086781,5
8.419749,-27.814835,7
-25.222727,10.539142,5
-1.1130834,45.558487,5
-25.222921,10.53895,5
-7.338204,-0.30925778,5
-14.023952,-23.30591,6
-42.521534,-14.99329,4
27.192701,-9.694677,6
27.192701,-9.694677,6
7.8727803,-24.67543,6
10.7525425,-38.908684,5
-23.853771,-18.09589,5
7.919399,-17.712635,5
-13.540729,-9.421536,5
-5.1183653,28.711332,6
-26.982265,-32.754536,6
-16.908518,-6.255973,7
26.557848,43.029144,6
26.557848,43.029144,6
35.832096,10.459289,5
-44.440624,-18.247604,5
-35.841537,-1.2806472,5
-20.906275,-16.644493,6
14.275262,-27.525743,7
15.293875,35.300674,6
-39.767765,11.2059355,5
-17.813951,-35.87434,5
-20.90676,-16.645872,6
15.296916,35.300888,6
-39.767765,11.2059355,5
-38.90899,11.409082,5
-13.2791815,-17.488922,5
14.178899,-26.943111,8
13.83038,-27.381178,7
21.089941,-15.033658,7
-14.19452,-24.486837,7
1.2551601,0.9407728,5
50.817776,-15.873683,6
-50.867825,-7.230875,6
-16.991688,-27.568071,6
1.2551531,0.9413937,5
11.164518,-35.38742,5
16.147364,-34.205402,7
-4.9033675,-10.469214,6
-49.0837,-3.5761445,4
-28.481178,-7.1779513,6
-28.89237,-8.08754,6
-14.285007,-17.371984,5
-14.285007,-17.371984,5
4.3965387,-0.92938215,7
-53.049374,-5.0806136,4
4.395969,-0.9298001,7
-38.806366,30.815916,3
-14.656164,21.376143,5
-21.83097,-39.036232,5
4.999901,-20.156637,6
-19.24045,-32.37167,5
27.236868,42.668648,5
-33.5953,-45.585526,7
27.236868,42.668648,5
-33.834072,-46.0094,7
-51.05207,22.580183,3
20.165548,-13.035229,5
-33.58908,-32.456882,4
20.165548,-13.035229,5
20.450052,-18.632647,4
12.013956,-35.64043,5
-49.870483,-6.7334313,4
-30.410645,2.4493895,5
-30.906816,0.9933516,5
-26.872566,-30.49297,5
-30.847822,-34.852413,5
-27.335974,-31.046164,6
12.944428,-44.16088,6
-30.847822,-34.852413,5
-26.32498,-36.038013,5
1.8246816,43.44558,5
-16.737507,-6.551043,7
-18.378082,-6.419398,6
1.9631801,43.77772,5
-38.409534,-12.965944,6
-50.32013,-6.0855107,6
-38.40935,-12.966098,6
-32.56775,3.875728,5
14.171593,34.90486,5
-13.586837,30.63751,5
5.9544096,-35.701706,6
13.432882,-40.10622,6
-48.628086,-3.9592702,3
-49.13024,-6.079891,6
13.432371,-40.10611,6
19.220259,-13.753338,6
14.561541,-34.446926,5
-0.013382875,-7.535664,6
-39.70936,12.482957,5
-49.59635,-4.8713675,6
-18.72471,-31.800282,6
-33.76029,35.08789,6
-33.760277,35.08724,6
1.0451605,-19.473349,5
-16.679766,-19.176945,6
20.559353,-18.586487,5
-44.66728,-6.4408164,5
-16.679955,-19.177624,6
-17.85881,4.904325,4
1.0451605,-19.473349,5
-6.1120396,-7.2152133,5
-14.767923,-5.812748,6
-20.614605,-3.0716524,5
-20.244848,-3.2202277,6
-25.77876,-6.822001,6
6.008259,4.320667,6
-13.803948,-18.543034,6
-15.783812,-32.94869,6
-50.18938,5.1817727,5
-20.560167,-4.155325,6
1.1854204,-0.42250168,5
-19.935366,-34.672745,7
-22.06286,-1.9713006,6
-20.648705,-26.947367,6
-23.071611,-28.726093,6
-30.92429,-29.443756,5
1.3633187,-6.4492335,5
-43.20075,-16.143036,6
9.179848,-24.236336,7
-25.954222,-19.386063,6
32.800213,-4.187756,6
17.678188,-26.198908,7
-17.692465,-9.297655,6
-26.849283,-5.3696747,5
-25.662294,-36.651154,5
37.033215,0.9140152,5
13.713776,-28.088932,8
-39.603172,18.625597,5
-39.243305,18.293127,5
-23.136803,-23.547453,6
-38.82805,17.594788,5
-51.311417,-5.273714,6
-17.336859,-10.688576,7
-50.41619,-3.7996964,5
-51.311417,-5.273714,6
19.66947,40.75845,5
-0.14551705,44.87092,5
0.49729916,45.17628,5
-0.14551705,44.87092,5
-32.324898,2.3152742,5
-31.725348,2.0676756,5
-31.82732,2.580988,5
-17.930845,-19.010227,6
4.8273053,-24.11657,6
-32.133472,1.76784,5
-17.744907,36.373367,5
-20.969845,-33.18554,6
27.750053,-30.620708,6
-15.513656,-31.907495,6
-1.9986258,43.402233,5
-26.164549,-41.5602,6
29.636728,37.35924,6
6.8449388,-39.67935,6
18.259377,-15.551995,6
-43.70472,-16.944544,6
-34.52565,-15.875157,6
-22.742208,-30.712177,5
10.152786,-40.80517,6
-22.742208,-30.712177,5
-26.783283,-36.641525,5
2.1208537,-3.2003884,5
6.410368,-22.952839,7
6.540624,-22.146101,6
7.225151,-18.522896,6
-23.78508,-29.512608,6
-7.860003,-24.72767,6
23.083141,37.59301,5
-12.395463,-28.053375,6
-28.384586,-36.50501,6
-17.555283,-20.872335,6
-15.732224,-16.420372,6
-20.179478,-23.459818,5
-15.748012,-22.750456,6
-17.555283,-20.872335,6
-19.74911,-25.959503,5
2.4604368,-23.398869,6
