UMAP1,UMAP2,quality
6.508824,7.2326145,6
6.4067907,6.8291984,6
4.3838544,6.556257,5
1.2123561,8.856814,6
1.2430747,8.859,6
4.3636794,6.538365,5
-2.8272028,5.695332,5
7.991722,8.160716,5
2.8724484,9.754183,7
3.4412713,3.1802394,6
3.4809632,3.1746595,6
1.3567563,10.391744,7
1.03584,4.2091007,5
1.5675073,7.073726,7
1.3916428,10.36836,7
-0.24341282,8.900359,6
2.4690359,9.945827,8
3.1199288,10.408911,6
1.1256678,9.670617,6
7.790403,6.477772,6
5.7235894,4.4082613,6
7.557494,8.464656,7
0.73722947,9.295435,7
0.7476396,9.30286,7
3.2048752,6.331708,5
2.612251,8.546721,7
-0.80978847,3.8960369,5
3.5480845,6.0193095,6
4.3079476,4.443272,6
-0.87668145,3.8865347,5
2.313801,7.2034054,7
0.9088521,9.4651575,6
0.96313906,10.605774,5
1.0041926,10.550745,5
-0.49812952,3.8348956,7
2.0592146,10.054754,6
-0.48350632,3.7667174,7
3.657633,5.9896464,6
2.9464426,7.8472824,6
3.5798728,6.021219,6
2.2175303,4.335784,5
1.2072853,10.483205,7
3.0249207,9.363125,6
-0.56898624,8.400228,7
-0.589299,8.402833,7
2.828928,8.078612,8
3.3073084,10.3031225,6
7.763719,7.0380025,6
2.4729497,9.431884,7
8.529908,5.5837836,6
0.6779918,8.472272,5
8.51551,5.640336,6
0.20378435,7.4522343,5
1.8462477,9.743844,7
0.18627386,7.4634647,5
2.9831026,9.260554,6
3.8870618,9.793098,6
7.386123,8.141444,6
3.8994083,9.763841,6
3.6121821,9.669484,6
7.684859,8.5383835,5
2.6712818,10.161391,6
2.437382,9.428953,7
7.938933,4.3190846,5
1.5153874,6.962628,6
6.289827,3.963762,6
8.268453,8.163596,7
3.086427,9.93164,6
-0.10901008,7.5984125,6
8.651904,8.427662,6
7.9080205,6.135906,6
7.9013286,6.177337,6
7.8503165,6.1651263,6
7.334218,8.750331,6
7.9637456,8.18946,5
3.4594667,9.732489,8
7.586709,8.325937,6
7.5601516,8.118777,6
1.0038425,8.263885,6
8.177877,7.465877,4
2.4794514,9.848309,7
3.6546054,10.017883,6
7.071555,7.3109875,6
1.147902,6.300655,5
1.2339649,6.7812347,6
6.1516786,3.4876125,6
3.1441047,5.7028427,5
2.991504,9.43025,7
8.401213,5.770883,7
2.8591163,9.905879,7
3.3001702,8.895869,6
1.1461577,8.991846,6
1.1402098,8.9782505,6
1.104271,4.2086177,5
2.3699136,3.8893995,6
3.5842974,6.0174756,6
3.042596,7.8293357,6
7.3130507,8.153204,6
4.3169575,6.046157,6
3.858674,6.2879357,5
3.0597813,7.6080117,6
-0.5735291,6.7163806,6
1.0899934,10.592558,7
3.3332076,10.333811,6
1.9479941,10.0368395,6
2.8147466,9.947345,7
8.305577,8.409871,6
4.9706154,3.7524078,5
1.3577088,8.594572,6
6.2293806,7.3234577,6
4.992432,3.791186,5
2.903068,7.701051,7
8.705671,8.370302,7
3.5218613,8.0247555,6
0.9404754,8.356323,5
0.8103939,9.375034,7
1.3243461,8.564231,6
2.6401436,9.534144,7
5.8141146,3.0929284,5
5.831388,3.132507,5
-2.771288,5.773614,5
-0.19733146,6.180154,5
3.112726,8.070522,7
3.9024785,10.001474,6
3.5458767,10.238333,6
1.2688133,8.734983,6
6.393357,7.048493,6
1.4683888,9.704938,6
3.718932,5.73113,6
3.7113404,5.7666535,6
6.3020234,7.314792,6
8.428264,5.862575,4
7.728522,8.3600025,7
8.363407,7.912243,5
2.7825835,8.912738,6
2.7092764,8.907458,6
2.0752523,10.05253,5
2.1571884,7.147426,6
3.977778,3.6893263,5
3.0293958,3.6741621,5
3.8524833,9.990194,6
8.489522,5.7154,5
3.847355,10.005905,6
3.0314298,3.6738296,5
8.426933,4.2659883,4
1.2983148,10.450667,6
8.146505,5.2342796,5
3.1430266,9.360998,7
8.119817,5.2171,5
3.4987333,3.2939234,6
4.1504602,5.9180136,6
2.3713808,3.7982042,6
5.6153655,3.853049,6
2.76803,8.612768,6
2.348266,3.7716014,6
5.6244287,3.844367,6
3.248409,10.214732,7
3.15462,10.225439,8
0.89885044,4.2943077,5
3.4017544,8.138055,7
3.4005454,8.167227,7
3.416249,8.188544,7
1.601998,6.890331,5
3.3909912,8.164968,7
6.094051,8.177966,7
7.134594,5.5841875,6
4.815247,5.8920217,5
7.1333904,5.5907035,6
0.91276425,8.912119,6
0.9190811,8.697536,6
2.5108836,9.272948,6
2.724627,3.4882007,6
3.0906184,7.9414763,6
1.547932,8.665517,6
2.6995008,8.477434,6
0.8606643,9.666557,6
0.9532174,9.569032,6
2.381343,4.009218,6
1.2675389,9.590996,6
-0.9760675,9.071194,6
0.866774,5.3639274,5
2.2471523,4.282658,5
5.3672204,3.5000618,5
8.756722,8.363818,7
3.7288074,5.553854,5
3.2347245,9.050771,6
6.051047,7.08495,5
3.7219484,5.6041207,5
0.5746403,7.6772904,4
7.881522,8.223895,6
-1.0214165,3.8897207,4
6.3230286,3.9493392,6
7.8124676,8.312731,6
7.6017747,3.8211668,4
8.259758,6.057268,4
2.2872815,4.367424,5
1.1546952,6.5762763,5
2.9154384,9.549504,6
2.0886214,3.9087315,5
-0.9817616,3.8701246,6
7.8573194,2.8476083,5
7.307059,4.661872,5
7.861343,2.8320968,5
3.4811978,8.2326145,6
6.5818024,7.0024753,6
6.59024,7.0344605,6
4.622911,5.850564,5
7.7510967,4.823468,5
7.1672244,4.466514,5
6.698953,6.7124696,5
7.136605,7.532854,5
2.3051562,4.3253675,5
-0.7429981,4.3989363,6
7.966498,6.039586,6
7.979546,6.030587,6
-2.858784,5.6888213,5
9.163794,5.166156,4
1.1978768,6.3154707,5
7.6294365,3.8409948,4
3.327935,8.821932,6
6.3949256,5.692048,6
6.3494563,5.6784954,6
0.9140338,9.207716,6
4.0430784,5.781975,6
8.766962,8.384252,8
8.79257,8.365253,6
7.138094,8.383569,6
7.300474,7.8883514,5
2.3802373,4.347153,5
6.473178,5.478304,6
3.3877773,3.2255955,6
1.1890311,10.530158,4
7.1720023,4.4711475,6
3.313623,3.2508018,6
2.1219845,10.043398,7
4.4182863,6.5693502,6
4.406832,6.5482373,6
7.6906714,5.8436904,6
1.551427,3.1511738,6
6.8700576,8.362849,5
0.5525603,7.9767594,5
3.405365,9.8753195,6
7.7379446,8.347338,5
-0.55041003,5.151898,5
-0.56207514,5.1591325,5
7.6651473,5.7579303,5
6.313783,6.8132257,6
8.043164,8.244299,6
7.593612,4.379227,4
6.283371,6.7843266,6
-0.0818968,4.127336,5
-0.09517961,4.133196,5
7.4708905,8.484106,6
7.9038405,8.209946,6
9.025362,5.088267,3
8.313201,7.9185824,6
7.862435,7.3648596,6
2.3400395,9.563693,6
3.3064632,8.557156,5
3.257816,3.2957592,5
2.554661,3.8068929,5
1.2742372,3.1715841,5
8.12633,6.035705,4
1.3170865,3.1219885,5
4.8305354,5.8407307,5
2.5391004,3.8339696,5
7.5181093,8.54984,6
8.94062,4.7851844,5
4.413255,6.45034,6
4.336373,6.5002313,6
2.848137,3.4754953,6
8.359724,7.874413,6
1.1891478,9.486136,6
2.8748345,3.4517765,6
-2.829068,5.724671,6
1.422702,3.157776,5
8.386472,7.96512,6
2.2390656,10.040455,5
2.6940691,8.579278,7
6.8413715,8.355409,6
6.8305573,8.362048,6
6.8147426,8.377599,6
6.8297668,8.370281,6
5.9271994,5.208241,5
2.9003234,3.4846065,6
2.8540883,3.5365565,6
1.5419782,3.9008296,5
5.445945,3.839136,6
4.8862405,3.1347535,5
7.9993873,5.00037,5
7.623381,8.458181,6
6.1379423,5.3900104,5
6.1339545,5.36095,5
6.1536584,5.353653,5
6.5718517,5.4785438,6
6.570651,5.476671,6
6.5644717,5.5059834,6
6.506244,5.419208,6
6.5958934,5.4828997,6
-0.50189763,9.42867,5
5.2345376,4.442182,6
8.17848,7.5202127,5
7.4184556,4.589016,5
7.3865232,4.6035314,5
6.614317,7.000689,5
2.6233122,4.3576727,5
7.5312586,8.320851,6
6.467016,4.2884803,5
6.488952,4.220658,5
6.6958327,4.88892,5
5.3937807,4.9503045,5
5.4131675,4.9261913,5
4.3046207,6.5924892,6
-0.10539272,4.146628,5
-1.2411823,9.144068,6
4.7216477,4.081898,5
6.353534,3.150401,5
-1.2595378,9.125434,6
4.0225587,3.173642,4
7.8517385,6.946187,6
5.023748,3.8978703,5
7.3355913,4.6309342,5
-0.572125,5.3307962,6
3.2482758,3.2742817,6
7.1991825,4.7501345,4
-2.8302588,5.6999545,5
1.5317141,9.674599,6
-2.8610933,5.6784344,5
1.4584463,3.9872718,5
7.8547893,4.8548293,3
2.8753538,3.557245,5
8.266815,4.3971405,5
8.296274,8.266479,6
5.3541145,4.632469,6
6.5814757,5.82212,6
6.6197333,5.869034,6
7.6967716,4.6188855,5
2.495014,3.7909591,5
2.4728904,3.8340237,5
3.2145631,3.329325,5
1.5280105,3.9713032,5
6.9885316,4.492009,5
6.9990487,4.520257,5
-0.8044443,4.4058704,5
1.9191321,4.1065583,5
7.919013,8.217153,6
7.2617073,5.465312,5
5.735652,3.8685513,5
3.4452007,3.8956547,5
2.0766757,4.002067,5
6.0591674,3.4144561,6
6.0508866,3.346273,5
2.8680491,3.5574234,5
7.8741627,2.8423648,7
7.988377,6.5104184,6
0.88576907,3.5313325,5
0.8415517,3.4720123,5
2.9600766,9.776141,6
-0.448505,6.696737,8
4.3178544,4.6269126,6
2.7768686,8.91935,7
1.1314831,10.42748,6
6.2465777,7.386571,6
3.0783894,7.9826064,7
6.228864,7.3792915,6
9.131069,5.1595454,6
4.677342,5.3766494,6
1.1189663,10.424388,6
-0.11485067,6.1039433,5
-0.8240818,8.290082,5
7.158585,3.6868036,5
-0.855361,8.258632,5
3.260752,8.839772,7
5.6462545,3.8918657,5
0.8324278,3.488098,5
5.614257,3.8756862,5
4.4171667,5.843821,5
6.21865,7.492749,6
8.098373,5.8196545,4
-0.26501846,7.2161965,6
-0.29043704,7.1751175,6
3.3441463,8.728339,6
3.424025,10.321576,5
6.3535023,6.8183885,5
2.9632416,7.8138533,5
6.7480006,8.399784,5
3.1849146,3.7622426,6
7.4466314,7.986159,6
5.8317924,5.872875,7
-1.016147,3.8196352,6
-0.97475517,3.8535953,6
0.5823703,6.63989,5
8.4261465,5.816542,5
7.15427,4.9835415,5
6.3345237,6.877262,6
2.9068968,9.152642,7
1.458362,4.023751,6
6.9972672,3.2196877,5
7.4380517,8.381459,5
6.3386674,6.8496323,6
1.5158881,3.9468386,6
6.960579,3.1783464,5
7.003339,3.338465,5
5.8633018,7.1750693,5
2.8605664,9.058209,8
2.9395516,9.106199,7
2.0328045,8.738904,7
6.2029653,7.4864483,7
3.4882975,5.8903823,5
-0.7083858,9.412077,6
8.965429,5.341556,6
0.10433328,3.6450107,6
3.4953861,5.8152137,5
3.1260052,10.353001,5
2.8594828,9.808407,7
4.4622912,6.5403647,6
8.829481,5.3051333,4
6.600369,5.73309,6
6.6269946,5.876313,6
5.8287854,7.120785,5
5.789967,7.122203,5
3.4180095,6.3745384,7
9.04515,5.206713,4
3.4103205,6.384388,7
8.249935,4.08991,3
5.0220237,3.1464257,5
7.7944283,8.296871,5
3.329424,8.192791,6
7.4308662,8.269799,5
-1.0761365,3.8341577,5
8.752302,8.378274,7
-1.0342835,3.7745643,5
8.718566,8.341137,7
8.4722595,5.224021,3
2.0418887,8.53004,5
8.210745,7.2848997,4
2.025329,8.536123,5
3.0323148,10.542125,4
3.1556716,10.332933,5
8.970661,5.2846584,4
7.199372,4.859218,5
7.171751,5.0547247,5
7.374023,7.758789,5
8.318372,7.6745515,5
7.328812,7.8778143,6
3.4306622,10.028697,6
8.340532,7.629436,5
8.146796,7.8960576,5
1.237001,3.7138872,5
5.819977,5.8876443,7
6.0036793,6.0188346,6
1.2118807,3.6732755,5
8.069243,6.549867,6
8.8871355,5.306102,6
8.063868,6.515752,6
7.2525444,4.7596498,5
1.5379566,3.8083472,5
4.012182,3.705263,5
3.3929381,10.367349,6
3.123174,10.473633,6
8.808567,5.3393936,3
8.8385515,5.404184,6
3.149344,10.476458,6
2.1372943,8.47271,6
3.029988,9.925007,5
4.254908,6.3038907,6
7.0383654,3.2220054,5
8.876411,5.3208003,6
7.0977573,8.353432,6
6.973691,2.4293563,6
6.9715834,2.3927157,6
3.6084137,8.005713,5
6.091514,7.376159,6
3.1129565,10.520293,5
8.083679,5.2638326,5
6.1171937,7.3332086,6
5.368837,4.8406096,4
3.6386254,7.9903545,5
4.2484527,6.499371,5
5.133499,6.521719,6
5.923727,5.596815,5
5.8667502,5.639137,6
6.469614,5.7184057,6
3.023147,5.870079,6
6.0306616,7.2025733,6
7.27851,8.028685,6
7.9075136,2.7322822,5
5.9831495,5.5889525,6
3.5353305,5.9415207,5
7.4538536,8.245762,7
5.921464,5.3887415,6
6.8768864,7.5967216,6
7.1771526,7.7161026,6
7.9714937,7.5455713,5
3.6618443,6.1628146,5
8.2860565,5.8974833,6
3.3988242,8.358856,7
6.48836,6.849669,6
0.74155337,8.245419,6
2.5392914,9.129726,7
6.9950967,5.2711916,6
6.267061,5.561927,5
7.9690423,8.060491,5
0.34324422,7.9544067,5
2.9421024,9.228107,8
7.328085,3.356756,5
7.368036,3.4230018,5
6.4739995,7.1829953,6
7.3279886,3.3835037,5
8.888072,5.326826,6
6.8735423,7.9980063,7
8.839653,5.2776747,5
8.924515,5.3314137,6
-0.31130534,4.084389,5
0.90743953,3.5491695,5
0.865293,3.5532324,5
0.897243,3.5216231,5
7.236738,4.859547,5
7.238988,4.884746,5
7.202249,4.892892,5
6.119085,7.3650546,6
3.3634815,8.4043665,6
7.254341,4.8351564,5
4.956344,5.882,5
7.5305386,8.167024,6
1.9057103,9.681394,6
7.116051,8.191522,6
2.054811,3.8306744,5
8.238798,8.312402,6
-1.040504,3.839914,6
3.726806,9.773861,6
2.3642595,8.363988,6
8.371539,5.871103,6
7.9187117,6.214045,6
7.349189,7.9170938,5
3.591717,10.13757,6
7.3289604,7.911842,5
8.111128,7.8430767,5
3.5811014,5.9516377,5
3.3227646,8.437912,7
3.3378272,8.237995,6
3.1280236,7.9459643,6
7.321547,7.8160276,6
3.3377337,7.874902,6
-0.91285914,3.8559475,5
6.3527455,7.9102964,6
8.172466,7.7745657,6
6.2205124,7.342606,6
5.821774,7.073383,6
6.3322253,7.237048,5
6.226804,7.3785744,6
6.1766057,7.30723,6
6.2986836,7.297702,5
3.505768,8.181277,6
